,pathway,program,gene,cellline,perturbation
4,IFNB,IFNB_program3_up,TFRC,BXPC3,IRF7
4,IFNB,IFNB_program3_up,PTPRG,BXPC3,IRF7
4,IFNB,IFNB_program3_up,AADACP1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,PHLDB2,BXPC3,IRF7
4,IFNB,IFNB_program3_up,CALB1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,KPNA4,BXPC3,IRF7
4,IFNB,IFNB_program3_up,HCLS1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,PABPC1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,CACNA2D1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,U2SURP,BXPC3,IRF7
4,IFNB,IFNB_program3_up,DHX36,BXPC3,IRF7
4,IFNB,IFNB_program3_up,HSP90AB1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,KDM7A,BXPC3,IRF7
4,IFNB,IFNB_program3_up,TRA2B,BXPC3,IRF7
4,IFNB,IFNB_program3_up,AC092920.1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,POLQ,BXPC3,IRF7
4,IFNB,IFNB_program3_up,EIF4A2,BXPC3,IRF7
4,IFNB,IFNB_program3_up,ZNF148,BXPC3,IRF7
4,IFNB,IFNB_program3_up,XKR6,BXPC3,IRF7
4,IFNB,IFNB_program3_up,DLG1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,ZFPM2-AS1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,MT-ND4,BXPC3,IRF7
4,IFNB,IFNB_program3_up,TP63,BXPC3,IRF7
4,IFNB,IFNB_program3_up,SACS,BXPC3,IRF7
4,IFNB,IFNB_program3_up,ITGA6,BXPC3,IRF7
4,IFNB,IFNB_program3_up,CIP2A,BXPC3,IRF7
4,IFNB,IFNB_program3_up,NCL,BXPC3,IRF7
4,IFNB,IFNB_program3_up,PTHLH,BXPC3,IRF7
4,IFNB,IFNB_program3_up,RAN,BXPC3,IRF7
4,IFNB,IFNB_program3_up,NAA50,BXPC3,IRF7
4,IFNB,IFNB_program3_up,HSPA8,BXPC3,IRF7
4,IFNB,IFNB_program3_up,SLC12A8,BXPC3,IRF7
4,IFNB,IFNB_program3_up,ACAP2,BXPC3,IRF7
4,IFNB,IFNB_program3_up,RPL4,BXPC3,IRF7
4,IFNB,IFNB_program3_up,SMC4,BXPC3,IRF7
4,IFNB,IFNB_program3_up,MRPL3,BXPC3,IRF7
4,IFNB,IFNB_program3_up,RSRC1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,DCBLD2,BXPC3,IRF7
4,IFNB,IFNB_program3_up,MT-ND5,BXPC3,IRF7
4,IFNB,IFNB_program3_up,GSK3B,BXPC3,IRF7
4,IFNB,IFNB_program3_up,VAV2,BXPC3,IRF7
4,IFNB,IFNB_program3_up,AC020687.1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,PARP9,BXPC3,IRF7
4,IFNB,IFNB_program3_up,ZNF462,BXPC3,IRF7
4,IFNB,IFNB_program3_up,ATP13A3,BXPC3,IRF7
4,IFNB,IFNB_program3_up,HSP90B1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,RASA2,BXPC3,IRF7
4,IFNB,IFNB_program3_up,CDV3,BXPC3,IRF7
4,IFNB,IFNB_program3_up,AC105460.1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,FXR1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,PDCD10,BXPC3,IRF7
4,IFNB,IFNB_program3_up,DANT2,BXPC3,IRF7
4,IFNB,IFNB_program3_up,MPP6,BXPC3,IRF7
4,IFNB,IFNB_program3_up,APP,BXPC3,IRF7
4,IFNB,IFNB_program3_up,SENP5,BXPC3,IRF7
4,IFNB,IFNB_program3_up,HNRNPA1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,ATP2C1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,LDLRAD3,BXPC3,IRF7
4,IFNB,IFNB_program3_up,AMOTL2,BXPC3,IRF7
4,IFNB,IFNB_program3_up,ARMC8,BXPC3,IRF7
4,IFNB,IFNB_program3_up,PVT1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,CAV1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,ZXDC,BXPC3,IRF7
4,IFNB,IFNB_program3_up,EEFSEC,BXPC3,IRF7
4,IFNB,IFNB_program3_up,GOLIM4,BXPC3,IRF7
4,IFNB,IFNB_program3_up,TFG,BXPC3,IRF7
4,IFNB,IFNB_program3_up,PAK2,BXPC3,IRF7
4,IFNB,IFNB_program3_up,MSN,BXPC3,IRF7
4,IFNB,IFNB_program3_up,PSMD2,BXPC3,IRF7
4,IFNB,IFNB_program3_up,PFN2,BXPC3,IRF7
4,IFNB,IFNB_program3_up,OPA1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,LSG1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,HSPH1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,JAG1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,KLHL29,BXPC3,IRF7
4,IFNB,IFNB_program3_up,HMGA2,BXPC3,IRF7
4,IFNB,IFNB_program3_up,ECT2,BXPC3,IRF7
4,IFNB,IFNB_program3_up,TAF1D,BXPC3,IRF7
4,IFNB,IFNB_program3_up,SAMD5,BXPC3,IRF7
4,IFNB,IFNB_program3_up,AMOTL1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,CD44,BXPC3,IRF7
4,IFNB,IFNB_program3_up,CSPP1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,AC092902.2,BXPC3,IRF7
4,IFNB,IFNB_program3_up,IL1RAP,BXPC3,IRF7
4,IFNB,IFNB_program3_up,KRT5,BXPC3,IRF7
4,IFNB,IFNB_program3_up,GFM1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,LRP1B,BXPC3,IRF7
4,IFNB,IFNB_program3_up,RPN1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,OR51B5,BXPC3,IRF7
4,IFNB,IFNB_program3_up,ATR,BXPC3,IRF7
4,IFNB,IFNB_program3_up,PDIA5,BXPC3,IRF7
4,IFNB,IFNB_program3_up,LAMC2,BXPC3,IRF7
4,IFNB,IFNB_program3_up,MAP1B,BXPC3,IRF7
4,IFNB,IFNB_program3_up,EPB41L2,BXPC3,IRF7
4,IFNB,IFNB_program3_up,PTPN14,BXPC3,IRF7
4,IFNB,IFNB_program3_up,MYO1B,BXPC3,IRF7
4,IFNB,IFNB_program3_up,PAICS,BXPC3,IRF7
4,IFNB,IFNB_program3_up,SEC62,BXPC3,IRF7
4,IFNB,IFNB_program3_up,MYH9,BXPC3,IRF7
4,IFNB,IFNB_program3_up,PLSCR1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,CNBP,BXPC3,IRF7
4,IFNB,IFNB_program3_up,LPP,BXPC3,IRF7
4,IFNB,IFNB_program3_up,TRIO,BXPC3,IRF7
4,IFNB,IFNB_program3_up,CFAP161,BXPC3,IRF7
4,IFNB,IFNB_program3_up,LRPPRC,BXPC3,IRF7
4,IFNB,IFNB_program3_up,MACROD2,BXPC3,IRF7
4,IFNB,IFNB_program3_up,AHNAK,BXPC3,IRF7
4,IFNB,IFNB_program3_up,ATP1B3,BXPC3,IRF7
4,IFNB,IFNB_program3_up,SET,BXPC3,IRF7
4,IFNB,IFNB_program3_up,RNF13,BXPC3,IRF7
4,IFNB,IFNB_program3_up,AC245041.2,BXPC3,IRF7
4,IFNB,IFNB_program3_up,GALNT14,BXPC3,IRF7
4,IFNB,IFNB_program3_up,MIR646HG,BXPC3,IRF7
4,IFNB,IFNB_program3_up,IL20RB,BXPC3,IRF7
4,IFNB,IFNB_program3_up,ANXA1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,CCNL1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,COL27A1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,MCC,BXPC3,IRF7
4,IFNB,IFNB_program3_up,ATP6V1A,BXPC3,IRF7
4,IFNB,IFNB_program3_up,YEATS2,BXPC3,IRF7
4,IFNB,IFNB_program3_up,RELL1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,ST3GAL6,BXPC3,IRF7
4,IFNB,IFNB_program3_up,AC078923.1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,FSD1L,BXPC3,IRF7
4,IFNB,IFNB_program3_up,MARCH1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,CMIP,BXPC3,IRF7
4,IFNB,IFNB_program3_up,IQCJ-SCHIP1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,ZUP1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,EBNA1BP2,BXPC3,IRF7
4,IFNB,IFNB_program3_up,ENO1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,AKT3,BXPC3,IRF7
4,IFNB,IFNB_program3_up,SPATS2,BXPC3,IRF7
4,IFNB,IFNB_program3_up,ZPLD1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,TMEM131L,BXPC3,IRF7
4,IFNB,IFNB_program3_up,GABRE,BXPC3,IRF7
4,IFNB,IFNB_program3_up,LDHB,BXPC3,IRF7
4,IFNB,IFNB_program3_up,GRIP1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,OGT,BXPC3,IRF7
4,IFNB,IFNB_program3_up,ITGAV,BXPC3,IRF7
4,IFNB,IFNB_program3_up,HLTF,BXPC3,IRF7
4,IFNB,IFNB_program3_up,MIR100HG,BXPC3,IRF7
4,IFNB,IFNB_program3_up,WDFY2,BXPC3,IRF7
4,IFNB,IFNB_program3_up,DTX3L,BXPC3,IRF7
4,IFNB,IFNB_program3_up,DDX10,BXPC3,IRF7
4,IFNB,IFNB_program3_up,ZBTB38,BXPC3,IRF7
4,IFNB,IFNB_program3_up,AL033504.1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,KIZ,BXPC3,IRF7
4,IFNB,IFNB_program3_up,KIF21A,BXPC3,IRF7
4,IFNB,IFNB_program3_up,PARP14,BXPC3,IRF7
4,IFNB,IFNB_program3_up,CASC19,BXPC3,IRF7
4,IFNB,IFNB_program3_up,GOLGB1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,PDIA3,BXPC3,IRF7
4,IFNB,IFNB_program3_up,ESF1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,SH3D19,BXPC3,IRF7
4,IFNB,IFNB_program3_up,AC114316.2,BXPC3,IRF7
4,IFNB,IFNB_program3_up,ZNF185,BXPC3,IRF7
4,IFNB,IFNB_program3_up,CADPS2,BXPC3,IRF7
4,IFNB,IFNB_program3_up,KRT17,BXPC3,IRF7
4,IFNB,IFNB_program3_up,RYR2,BXPC3,IRF7
4,IFNB,IFNB_program3_up,EIF4G2,BXPC3,IRF7
4,IFNB,IFNB_program3_up,SLC35F3,BXPC3,IRF7
4,IFNB,IFNB_program3_up,BBX,BXPC3,IRF7
4,IFNB,IFNB_program3_up,CBLB,BXPC3,IRF7
4,IFNB,IFNB_program3_up,AKAP6,BXPC3,IRF7
4,IFNB,IFNB_program3_up,ZBTB20,BXPC3,IRF7
4,IFNB,IFNB_program3_up,UPP1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,MACO1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,PITPNM2,BXPC3,IRF7
4,IFNB,IFNB_program3_up,FRMD6,BXPC3,IRF7
4,IFNB,IFNB_program3_up,ACTN1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,GLS,BXPC3,IRF7
4,IFNB,IFNB_program3_up,ACOT7,BXPC3,IRF7
4,IFNB,IFNB_program3_up,CAP2,BXPC3,IRF7
4,IFNB,IFNB_program3_up,ASAP1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,NCEH1,BXPC3,IRF7
4,IFNB,IFNB_program3_up,SLC4A7,BXPC3,IRF7
4,IFNB,IFNB_program3_up,STON2,BXPC3,IRF7
4,IFNB,IFNB_program3_up,IGF2BP2,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,NRG1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,FAT1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,CMSS1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,HSP90AA1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,LINC01322,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,HSPD1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,STAG1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,XACT,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,KRT6A,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,EIF4G1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,TFRC,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,PTPRG,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,AADACP1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,PHLDB2,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,CALB1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,KPNA4,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,HCLS1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,PABPC1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,CACNA2D1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,U2SURP,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,DHX36,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,HSP90AB1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,KDM7A,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,TRA2B,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,AC092920.1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,POLQ,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,EIF4A2,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,ZNF148,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,XKR6,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,DLG1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,ZFPM2-AS1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,MT-ND4,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,TP63,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,SACS,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,ITGA6,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,CIP2A,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,NCL,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,PTHLH,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,RAN,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,NAA50,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,HSPA8,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,SLC12A8,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,ACAP2,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,RPL4,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,SMC4,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,MRPL3,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,RSRC1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,DCBLD2,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,MT-ND5,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,GSK3B,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,VAV2,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,AC020687.1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,PARP9,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,ZNF462,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,ATP13A3,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,HSP90B1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,RASA2,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,CDV3,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,AC105460.1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,FXR1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,PDCD10,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,DANT2,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,MPP6,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,APP,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,SENP5,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,HNRNPA1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,ATP2C1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,LDLRAD3,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,AMOTL2,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,ARMC8,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,PVT1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,CAV1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,ZXDC,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,EEFSEC,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,GOLIM4,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,TFG,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,PAK2,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,MSN,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,PSMD2,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,PFN2,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,OPA1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,LSG1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,HSPH1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,JAG1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,KLHL29,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,HMGA2,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,ECT2,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,TAF1D,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,SAMD5,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,AMOTL1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,CD44,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,CSPP1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,AC092902.2,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,IL1RAP,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,KRT5,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,GFM1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,LRP1B,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,RPN1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,OR51B5,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,ATR,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,PDIA5,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,LAMC2,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,MAP1B,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,EPB41L2,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,PTPN14,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,MYO1B,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,PAICS,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,SEC62,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,MYH9,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,PLSCR1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,CNBP,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,LPP,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,TRIO,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,CFAP161,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,LRPPRC,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,MACROD2,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,AHNAK,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,ATP1B3,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,SET,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,RNF13,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,AC245041.2,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,GALNT14,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,MIR646HG,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,IL20RB,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,ANXA1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,CCNL1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,COL27A1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,MCC,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,ATP6V1A,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,YEATS2,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,RELL1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,ST3GAL6,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,AC078923.1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,FSD1L,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,MARCH1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,CMIP,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,IQCJ-SCHIP1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,ZUP1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,EBNA1BP2,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,ENO1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,AKT3,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,SPATS2,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,ZPLD1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,TMEM131L,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,GABRE,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,LDHB,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,GRIP1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,OGT,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,ITGAV,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,HLTF,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,MIR100HG,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,WDFY2,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,DTX3L,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,DDX10,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,ZBTB38,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,AL033504.1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,KIZ,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,KIF21A,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,PARP14,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,CASC19,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,GOLGB1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,PDIA3,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,ESF1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,SH3D19,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,AC114316.2,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,ZNF185,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,CADPS2,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,KRT17,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,RYR2,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,EIF4G2,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,SLC35F3,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,BBX,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,CBLB,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,AKAP6,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,ZBTB20,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,UPP1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,MACO1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,PITPNM2,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,FRMD6,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,ACTN1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,GLS,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,ACOT7,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,CAP2,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,ASAP1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,NCEH1,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,SLC4A7,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,STON2,BXPC3,NFE2L3
4,IFNB,IFNB_program3_up,IGF2BP2,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,NRG1,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,FAT1,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,CMSS1,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,HSP90AA1,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,LINC01322,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,HSPD1,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,STAG1,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,XACT,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,KRT6A,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,EIF4G1,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,TFRC,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,PTPRG,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,AADACP1,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,PHLDB2,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,CALB1,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,KPNA4,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,HCLS1,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,PABPC1,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,CACNA2D1,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,U2SURP,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,DHX36,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,HSP90AB1,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,KDM7A,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,TRA2B,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,AC092920.1,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,POLQ,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,EIF4A2,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,ZNF148,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,XKR6,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,DLG1,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,ZFPM2-AS1,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,MT-ND4,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,TP63,BXPC3,POU2F1
4,IFNB,IFNB_program3_up,SACS,BXPC3,POU2F1
